表演	324
发亮	323
堕落	323
折叠	323
拍打	323
清洗	322
解开	322
失踪	321
泛滥	321
卸下	320
拿出	320
摆脱	320
投入	319
竖起	319
飘荡	319
飞扬	319
吞下	317
漫过	317
贴着	317
失望	316
崩溃	316
抽象	316
保留	315
吹拂	315
放大	314
沾满	314
发呆	313
加上	312
延续	312
握住	312
滴落	312
保护	311
忏悔	311
指着	310
游走	310
分裂	309
望见	309
受到	308
控制	308
朗诵	308
爆炸	308
不动	307
开启	307
怀着	307
放心	307
远行	307
飘过	307
日出	305
看不清	304
寻觅	303
收集	303
流逝	303
看来	303
羡慕	303
躲避	303
逼近	303
收回	302
追求	302
下班	301
回归	301
围绕	301
掩盖	301
避开	301
伸展	299
把手	298
讲述	298
狂欢	297
逃亡	297
丢弃	296
使劲	296
抖动	296
抽出	296
挡住	296
组成	296
端坐	295
蜷缩	295
散开	294
涌出	294
翻身	294
杀死	293
看过	293
加速	292
得以	292
掩饰	292
无用	292
松开	292
争吵	291
分享	291
粉碎	291
囚禁	290
浮现	290
走失	290
卷起	289
缩小	289
碰撞	288
品尝	287
自杀	287
观看	287
取暖	286
栖息	286
出走	285
坚强	285
忘掉	285
超过	284
加入	283
碎裂	283
辨认	283
离别	282
执着	281
抱怨	281
爬行	281
缺乏	281
讨厌	281
咆哮	280
来得	280
显示	279
叙述	278
迷惑	278
切割	277
守护	276
掀起	276
牺牲	276
狂奔	276
胜过	276
具有	275
承诺	275
邀请	275
关注	274
落到	274
实现	273
展示	273
挥舞	273
虚拟	273
遗弃	273
宽恕	272
起飞	272
后悔	271
奔腾	271
浸泡	271
交错	270
凝结	270
喜爱	270
增加	270
复制	270
归于	270
收到	270
表现	270
不堪	269
后退	269
安放	269
熟睡	269
递给	269
坍塌	268
欢笑	268
隔离	268
占领	267
放逐	267
晕眩	267
走入	267
相见	266
抖落	265
缺少	265
迁徙	265
阻挡	265
不忍	264
挂满	264
梳理	264
登上	264
转过	264
带回	263
连接	263
分辨	262
归宿	262
拉长	262
挖掘	262
搁浅	262
潜入	262
赋予	262
依靠	261
善于	261
敲击	261
致命	261
重叠	261
欢呼	260
相识	260
带上	259
计算	259
抱住	258
说不出	258
抚慰	257
来得及	257
带给	256
排列	256
繁衍	255
脱落	255
超市	255
开门	254
流下	254
表示	254
隐匿	254
对视	253
相逢	253
能否	253
难过	253
保存	252
喧闹	252
满身	252
丰收	250
忍耐	250
扩散	250
看得见	250
蒸发	250
逃避	250
驱赶	250
否定	248
拾起	248
摧毁	248
无助	248
回应	247
渗透	247
裂开	247
占有	246
呜咽	246
开心	246
提供	246
断裂	246
牵挂	246
眼看	246
交出	245
凝望	245
出于	245
剥落	245
冷却	244
吹动	244
奔驰	244
融入	244
解决	244
起舞	244
下降	243
找寻	243
挥手	243
撕开	243
浇灌	243
潜伏	243
贴近	243
赶路	243
俯身	242
倾诉	242
击中	242
指引	242
挥霍	242
沉淀	242
洗净	242
绵延	242
走到	242
回旋	241
引领	241
接纳	241
酝酿	241
打碎	240
行为	240
剥开	239
掌握	239
相反	239
抗拒	238
显现	238
来世	238
消散	238
环绕	238
通道	238
残留	237
流行	237
消灭	237
驶过	237
在意	236
对抗	236
打磨	236
扔掉	236
招呼	236
做到	235
凋谢	235
安息	235
无从	235
缭绕	235
还原	235
造成	235
伴随	234
引起	234
伪装	233
感激	233
描绘	233
映照	233
专注	232
只见	232
名叫	232
喝水	232
奔走	232
征服	232
握手	232
解放	232
俯视	231
发抖	231
感恩	231
痛哭	231
使命	230
擦亮	230
敲门	230
确认	230
铺满	230
借助	229
叫醒	229
感冒	229
挨着	229
摇篮	229
压抑	228
庆幸	228
怀孕	228
捡起	228
欺骗	228
沉沦	228
渗出	228
迷离	228
做成	227
写信	227
呕吐	227
翻阅	227
隐身	227
负责	226
做出	225
对峙	225
掀开	225
插入	225
不成	224
不明	224
封闭	224
跨过	224
追随	224
飞奔	224
变换	223
自信	223
出没	222
发明	222
回首	222
帮助	222
摆动	222
洗澡	222
祈求	221
窥视	221
组织	221
践踏	221
不算	220
但愿	220
冬眠	220
怀揣	220
确信	220
修辞	219
打破	219
抱紧	219
掉下来	219
收起	219
照见	219
翻飞	219
进化	219
反光	218
开来	218
摇动	218
知名	218
翻动	218
颠簸	218
催促	217
反射	217
喝茶	217
摸索	217
知晓	217
伸进	216
哗哗	216
播种	216
破坏	216
再有	215
堆满	215
已成	215
带到	215
感伤	215
憧憬	215
欢迎	215
沉没	215
纠结	215
考虑	215
上演	214
吟唱	214
浮出	214
蝉鸣	214
觉醒	214
退回	214
坠入	213
把头	213
致敬	213
跨越	213
踏上	213
追问	213
飘浮	213
凝聚	212
忍住	212
打量	212
骚动	212
修改	211
嬉戏	211
守望	211
澎湃	211
重逢	211
不来	210
迎风	210
铺开	210
闯入	210
飞去	210
回想	209
回荡	209
嫉妒	209
披上	209
终结	209
遥望	209
闪现	209
倾倒	208
掏空	208
推动	208
背负	208
震颤	208
做好	207
动荡	207
奔波	207
挽留	207
纷飞	207
驻足	207
可见	206
好吃	206
妥协	206
摇头	206
褪色	206
跋涉	206
还好	206
任意	205
反抗	205
发酵	205
垂直	205
注入	205
照顾	205
行进	205
依偎	204
决心	204
感叹	204
沉醉	204
满意	204
燃起	204
追寻	204
变为	203
打捞	203
托起	203
发觉	202
捆绑	202
歌颂	202
着手	202
询问	202
适应	202
坚守	201
手持	201
抽打	201
接触	201
收拢	201
不息	200
开阔	200
打扫	200
答应	200
丢掉	199
久违	199
升腾	199
建造	199
攀爬	199
相比	199
称为	199
闪过	199
富有	198
挤压	198
搬运	198
算是	198
聚拢	198
脱掉	198
送到	198
邂逅	198
集中	198
出卖	197
夸张	197
拨开	197
捡拾	197
统治	197
转向	197
飞越	197
加深	196
开车	196
提着	196
牵引	196
盼望	196
纵横	196
不吃	195
付出	195
伸出手	195
参与	195
吐出	195
啼哭	195
找回	195
眷恋	195
走开	195
反覆	194
回避	194
已有	194
忙于	194
探索	194
褪去	194
采摘	194
下车	193
发丝	193
咬住	193
奔流	193
划破	192
应当	192
建立	192
指挥	192
演奏	192
舍不得	192
飘扬	192
再生	191
撑起	191
留恋	191
大笑	190
感知	190
挤满	190
相拥	190
走走	190
迎来	190
刺痛	189
得知	189
点头	189
维持	189
翻译	189
跌倒	189
退去	189
得意	188
招手	188
摆在	188
疑惑	188
装进	188
遇上	188
飞快	188
不下	187
劈开	187
取消	187
承载	187
换成	187
爆发	187
眨眼	187
祷告	187
初恋	186
吞没	186
埋伏	186
辗转	186
迟到	186
拿走	185
不准	184
判断	184
包容	184
吆喝	184
怒放	184
打扰	184
打招呼	184
捂住	184
没见	184
疑问	184
转眼	184
转过身	184
隆起	184
交替	183
扛着	183
放松	183
绽开	183
耗尽	183
觅食	183
倒塌	182
吮吸	182
回望	182
委屈	182
拔出	182
留下来	182
蹒跚	182
埋藏	181
滚落	181
说完	181
遮掩	181
颠倒	181
处理	180
瞌睡	180
谈到	180
发黄	179
扩大	179
晓得	179
隐忍	179
划出	178
可笑	178
忧虑	178
沉落	178
没能	178
约定	178
赐予	178
运行	178
飞出	178
临近	177
删除	177
揭开	177
炫耀	177
畏惧	177
谈起	177
分手	176
叮嘱	176
合唱	176
奉献	176
播放	176
洗涤	176
流放	176
破裂	176
禁止	176
感染	175
把握	175
挤出	175
生意	175
依赖	174
俯瞰	174
扭动	174
扮演	174
搅动	174
放牧	174
用尽	174
认得	174
起风	174
通知	174
不问	173
击打	173
刺激	173
启示	173
察觉	173
接吻	173
深埋	173
溶解	173
煎熬	173
观望	173
停歇	172
分娩	172
厌恶	172
扔进	172
提到	172
无可	172
萎缩	172
该死	172
达到	172
逃脱	172
避免	172
静坐	172
吹散	171
嚎叫	171
杀戮	171
源于	171
演绎	171
解脱	171
酣睡	171
剩余	170
寻求	170
换上	170
昏睡	170
出入	169
出头	169
刻意	169
善意	169
握紧	169
撕碎	169
滑行	169
猜想	169
眩晕	169
矗立	169
空荡	169
陷落	169
低着头	168
取代	168
打造	168
跳进	168
写给	167
分割	167
别离	167
压低	167
吞咽	167
孤立	167
直立	167
记载	167
冲出	166
只得	166
可疑	166
喊叫	166
好比	166
泛起	166
浮起	166
灌满	166
赶着	166
找出	165
接到	165
脱下	165
请求	165
跳出	165
倾向	164
悬浮	164
沉浸	164
治疗	164
溶化	164
激荡	164
爆裂	164
说服	164
降下	164
飞溅	164
偷走	163
刺眼	163
好似	163
带有	163
愈合	163
搜寻	163
早起	163
流亡	163
簇拥	163
做饭	162
出声	162
抵御	162
破败	162
丢下	161
垂钓	161
抽搐	161
摆放	161
流失	161
熟透	161
生于	161
矜持	161
诠释	161
面临	161
倾泻	160
准时	160
包含	160
安置	160
承担	160
挽歌	159
期望	159
记起	159
年少	158
拍照	158
无心	158
暗藏	158
消磨	158
看望	158
说法	158
退休	158
安睡	157
打击	157
打听	157
打盹	157
挥动	157
晃荡	157
期盼	157
没法	157
爬满	157
联想	157
锈蚀	157
闪动	157
侧身	156
当做	156
打工	156
放纵	156
沦陷	156
浩荡	156
用于	156
祭祀	156
翻卷	156
转悠	156
飘逸	156
保证	155
可知	155
处处	155
守住	155
引导	155
悔恨	155
未能	155
洒落	155
留住	155
踱步	155
下落	154
保佑	154
枯竭	154
治愈	154
涌起	154
滋养	154
看出	154
逃跑	154
嘶鸣	153
塌陷	153
心碎	153
惧怕	153
懒得	153
称之为	153
膜拜	153
藏匿	153
说好	153
赶到	153
逗留	153
飘散	153
高于	153
下垂	152
享用	152
修剪	152
勉强	152
压迫	152
听听	152
看似	152
缝补	152
进出	152
退出	152
写成	151
可靠	151
在乎	151
擅长	151
放出	151
晾晒	151
游行	151
结成	151
行驶	151
停泊	150
制服	150
午睡	150
在场	150
奔涌	150
妄想	150
对待	150
睡意	150
减少	149
创伤	149
回顾	149
坚信	149
屈辱	149
来往	149
啜饮	148
奔赴	148
审视	148
摸摸	148
撑开	148
生怕	148
疾驰	148
置身	148
衰败	148
不信	147
入梦	147
叫唤	147
呵呵	147
怀旧	147
挖出	147
撕扯	147
收敛	147
有意	147
残存	147
洗脸	147
辜负	147
宣布	146
抓紧	146
盖住	146
节拍	146
起落	146
使得	145
去向	145
对手	145
带领	145
搜索	145
更换	145
看不出	145
突兀	145
结出	145
警惕	145
读懂	145
豢养	145
例外	144
修行	144
偏爱	144
吸吮	144
吸收	144
好听	144
开会	144
引来	144
归去	144
往返	144
拨弄	144
攀登	144
演出	144
瞄准	144
翻腾	144
转换	144
造就	144
共鸣	143
吐露	143
回眸	143
填补	143
对称	143
怨恨	143
换来	143
死寂	143
渡过	143
独坐	143
相聚	143
端详	143
翻转	143
谋杀	143
转弯	143
下坠	142
偷窥	142
勃起	142
压住	142
复苏	142
帮忙	142
手握	142
放飞	142
浸透	142
离婚	142
耸立	142
说谎	142
镶嵌	142
颠覆	142
哀悼	141
惊叹	141
打断	141
指望	141
插进	141
放到	141
有毒	141
活得	141
瞥见	141
远眺	141
飘动	141
主宰	140
传出	140
估计	140
无视	140
翻越	140
躲开	140
躲过	140
转移	140
遭到	140
飘摇	140
饱含	140
下过	139
举行	139
亮出	139
冻结	139
升高	139
安心	139
尾随	139
沉浮	139
渗入	139
玩耍	139
祭奠	139
误解	139
鼓掌	139
分成	138
发黑	138
打扮	138
扩张	138
担忧	138
捧起	138
放过	138
湿透	138
终止	138
跪下	138
过滤	138
配合	138
预备	138
不解	137
停住	137
嫁给	137
看书	137
睡梦	137
知觉	137
紧握	137
自有	137
触须	137
迫使	137
逃走	137
震撼	137
飞驰	137
出自	136
发表	136
吞食	136
堆砌	136
惊起	136
提及	136
收缩	136
泄露	136
看一看	136
瞭望	136
结合	136
跃出	136
踏过	136
辨识	136
遍布	136
倒退	135
听觉	135
和解	135
屏住	135
应有	135
彷徨	135
挺拔	135
生来	135
舍弃	135
舔着	135
萌芽	135
送走	135
隔开	135
合拢	134
呼应	134
埋头	134
堵住	134
处于	134
展现	134
引诱	134
打坐	134
歇息	134
睡不着	134
而立	134
袭击	134
质疑	134
述说	134
遮挡	134
隐没	134
驶向	134
关掉	133
拿来	133
搅拌	133
消亡	133
点缀	133
蛰伏	133
贯穿	133
透露	133
不屑	132
击碎	132
吞吐	132
埋怨	132
展翅	132
折射	132
挑选	132
放开	132
望去	132
流入	132
激起	132
琢磨	132
着迷	132
翱翔	132
赢得	132
入夜	131
发言	131
否认	131
嗅到	131
是非	131
枕着	131
残破	131
汇聚	131
没事	131
没入	131
看电视	131
修补	130
俯冲	130
凹陷	130
剖开	130
喝完	130
喷嚏	130
延长	130
推进	130
玩笑	130
目送	130
飘飞	130
鸟叫	130
伸长	129
作用	129
佝偻	129
入眠	129
发誓	129
合上	129
外出	129
挺立	129
改造	129
清扫	129
落泪	129
请原谅	129
倒立	128
克制	128
发白	128
听懂	128
回味	128
流转	128
盛放	128
禁锢	128
突出	128
组合	128
置于	128
龟裂	128
低吟	127
信封	127
出神	127
剥离	127
唱起	127
在外	127
婉转	127
扎进	127
抵挡	127
提出	127
收留	127
易碎	127
浓缩	127
读出	127
赞叹	127
追忆	127
飘向	127
宣纸	126
推向	126
撤退	126
混淆	126
移植	126
肿胀	126
观赏	126
听得见	125
对立	125
模拟	125
生成	125
着火	125
符合	125
纵身	125
蔑视	125
迷醉	125
锁住	125
隐居	125
乘坐	124
加重	124
去处	124
吟诵	124
呼叫	124
回乡	124
失明	124
嵌入	124
快递	124
执意	124
拦住	124
貌似	124
闯进	124
不妨	123
分解	123
刺破	123
喝醉	123
忆起	123
拍拍	123
挺直	123
撒尿	123
放入	123
深知	123
虚掩	123
运送	123
驰骋	123
驱逐	123
下楼	122
仅存	122
修饰	122
充斥	122
吵架	122
捕获	122
显出	122
沦为	122
滋生	122
痴迷	122
相关	122
窥见	122
表明	122
裹紧	122
触动	122
重返	122
隔绝	122
仰起	121
冻僵	121
厌烦	121
哆嗦	121
塑造	121
收成	121
淹死	121
满满	121
献出	121
瘫痪	121
相隔	121
看成	121
禁不住	121
蜕变	121
谛听	121
逃出	121
介绍	120
切断	120
划开	120
垂落	120
导致	120
得不到	120
懵懂	120
洒下	120
蜷曲	120
补充	120
读完	120
重现	120
争夺	119
俗世	119
倒映	119
刺穿	119
呵护	119
拼凑	119
搭建	119
洞穿	119
浇水	119
涌向	119
绷紧	119
走遍	119
转世	119
迂回	119
退潮	119
逼迫	119
饿死	119
上网	118
习惯于	118
凝成	118
哀怨	118
回复	118
垂下	118
打架	118
打转	118
抱歉	118
提示	118
放慢	118
散乱	118
涌现	118
渲染	118
留言	118
碰见	118
稀释	118
踮起	118
透出	118
值守	117
冲向	117
制成	117
动摇	117
反刍	117
合十	117
听不懂	117
孵化	117
安装	117
密布	117
开满	117
引发	117
拆开	117
无望	117
禁忌	117
缝合	117
背对	117
腐蚀	117
要命	117
跃起	117
遭受	117
低于	116
凝重	116
出版	116
只用	116
吹奏	116
导演	116
拨动	116
摆弄	116
汇集	116
点着	116
萦绕	116
躲闪	116
低下	115
侵入	115
凋落	115
发疯	115
吃饱	115
并排	115
抬高	115
换取	115
映出	115
羞于	115
超出	115
鞠躬	115
飘忽	115
供奉	114
停滞	114
发声	114
垂死	114
招摇	114
攻击	114
显露	114
离不开	114
闭眼	114
例如	113
发热	113
告诫	113
啜泣	113
存放	113
干渴	113
抓不住	113
拔掉	113
支持	113
散漫	113
清除	113
滞留	113
繁复	113
臆想	113
蒸腾	113
集结	113
倒挂	112
庆祝	112
感慨	112
拿到	112
挪动	112
没用	112
涌入	112
肆虐	112
袒露	112
身披	112
躲藏	112
难看	112
默念	112
鼓励	112
不留	111
受孕	111
困扰	111
大喊	111
惊叫	111
惊呼	111
拆除	111
拜访	111
朗读	111
游移	111
源自	111
看守	111
要死	111
进门	111
下腰	110
不足以	110
依恋	110
修复	110
催眠	110
反映	110
喷出	110
培养	110
打动	110
留意	110
背诵	110
表白	110
道歉	110
镌刻	110
馈赠	110
出世	109
包装	109
变黑	109
叠加	109
吹灭	109
呼呼	109
围困	109
埋入	109
寄给	109
想不起	109
打发	109
扔下	109
拉扯	109
撞见	109
有钱	109
构思	109
退化	109
醒目	109
争论	108
亢奋	108
低飞	108
刻下	108
吵醒	108
咒骂	108
唤起	108
四溢	108
围拢	108
失足	108
往前走	108
怀想	108
惊扰	108
摔倒	108
撕咬	108
流落	108
照射	108
背靠	108
追踪	108
鼓动	108
不甘	107
不顾	107
减轻	107
出路	107
发烧	107
响动	107
失语	107
夺走	107
开关	107
放置	107
散布	107
没错	107
沾染	107
溢满	107
烧成	107
瓦解	107
计较	107
赶走	107
高出	107
争辩	106
冒烟	106
决绝	106
出血	106
勾引	106
反倒	106
受难	106
叫卖	106
叮咛	106
夭折	106
庇护	106
抑制	106
投降	106
正像	106
湮没	106
称呼	106
集合	106
驾驶	106
修炼	105
剥夺	105
忘不了	105
总得	105
按住	105
挤进	105
捉住	105
摇荡	105
敲开	105
无能	105
明灭	105
杀手	105
淋漓	105
私奔	105
腾空	105
视为	105
解冻	105
说道	105
贩卖	105
露天	105
修理	104
填充	104
大叫	104
悲欢	104
无畏	104
相伴	104
筑起	104
算了	104
认定	104
蹦跳	104
进进出出	104
造访	104
遐想	104
飘起	104
修长	103
借用	103
具备	103
叙事	103
失恋	103
幸存	103
忍受着	103
怒吼	103
毕生	103
渴求	103
碾过	103
蹲下	103
逃逸	103
隔世	103
寄居	102
强调	102
扑腾	102
推倒	102
推出	102
擦洗	102
死死	102
添加	102
经受	102
节制	102
飞到	102
下身	101
仰头	101
凸起	101
困顿	101
强行	101
批评	101
指示	101
掠夺	101
搁置	101
携手	101
替身	101
洗刷	101
潜行	101
灼伤	101
烂掉	101
积攒	101
耕耘	101
镇定	101
限制	101
鞭打	101
失忆	100
妨碍	100
尚有	100
开头	100
打翻	100
摔碎	100
歪斜	100
毁坏	100
满载	100
燃尽	100
盛装	100
睡醒	100
碰上	100
绊倒	100
装作	100
踩踏	100
辨别	100
进城	100
难忘	100
乞讨	99
分散	99
喘气	99
崩塌	99
招牌	99
昏迷	99
比起	99
滑向	99
直视	99
给出	99
身高	99
预示	99
厮杀	98
吵闹	98
哽咽	98
回不去	98
封存	98
得出	98
投射	98
振翅	98
汇入	98
烧焦	98
献上	98
缺失	98
裹住	98
诵读	98
隐瞒	98
飞升	98
验证	98
高烧	98
不灭	97
侵蚀	97
停电	97
叫作	97
回收	97
垂挂	97
堵塞	97
复仇	97
寄托	97
干裂	97
抛出	97
披肩	97
推着	97
敬意	97
流连	97
现出	97
织成	97
翻看	97
腾出	97
跌入	97
过错	97
仰视	96
分泌	96
听话	96
响彻	96
安眠	96
开往	96
忽视	96
打滚	96
拍击	96
摆设	96
牵手	96
诵经	96
负担	96
踏入	96
退缩	96
难受	96
举手	95
听从	95
捞起	95
收紧	95
栖居	95
浸润	95
湮灭	95
溃烂	95
看作	95
砍伐	95
继承	95
跌进	95
蹂躏	95
转折	95
飞起	95
驱使	95
上床	94
乞求	94
冷落	94
发射	94
吼叫	94
开得	94
念叨	94
昂首	94
浸入	94
献身	94
窥探	94
缺陷	94
脚踏	94
蛊惑	94
闭合	94
降生	94
俨然	93
变小	93
失重	93
抹布	93
指出	93
探望	93
接住	93
推迟	93
撕下	93
没落	93
煮沸	93
留有	93
登高	93
纠正	93
结满	93
送葬	93
遁入	93
醉意	93
飞得	93
飞逝	93
传达	92
依附	92
压缩	92
发问	92
哭喊	92
喑哑	92
喷涌	92
嘲讽	92
拆掉	92
搬进	92
摩挲	92
服从	92
汇成	92
汲取	92
滋长	92
演讲	92
眷顾	92
破烂	92
砸碎	92
累积	92
裹挟	92
赶回	92
身穿	92
退却	92
顿悟	92
交媾	91
偷看	91
共享	91
刮过	91
叛逆	91
告知	91
呼救	91
干扰	91
惊雷	91
打牌	91
来信	91
洞开	91
澄明	91
烧毁	91
脱光	91
自恋	91
落脚	91
阉割	91
驱散	91
不屈	90
不开	90
刺伤	90
吸烟	90
呈现出	90
回过	90
失散	90
寄生	90
开成	90
感应	90
拍摄	90
排成	90
来访	90
畅饮	90
看法	90
翘起	90
肢解	90
致意	90
迷信	90
重回	90
锻炼	90
飘香	90
不理	89
出海	89
划着	89
吃药	89
憎恨	89
打出	89
投下	89
投掷	89
捂着	89
揣着	89
殆尽	89
洗手	89
流走	89
留白	89
疾走	89
解除	89
负重	89
赞颂	89
震荡	89
上课	88
供养	88
冒出来	88
出嫁	88
刮起	88
动听	88
幻灭	88
应答	88
归还	88
挡不住	88
无罪	88
来历	88
止住	88
每逢	88
消解	88
灭绝	88
皈依	88
盯住	88
相会	88
见识	88
读到	88
谁知	88
踌躇	88
迈着	88
采集	88
阻隔	88
飘来	88
争执	87
伴奏	87
受苦	87
嘲弄	87
埋没	87
夹杂	87
夹杂着	87
指认	87
探出	87
梦醒	87
烧掉	87
略带	87
